unamed,ticker,company_name,median_worker_pay,pay_ratio,ceo_name,salary,industry
1924,NEU,NewMarket Corporation,103521,24,Thomas Gottwald,2469929,Materials
1286,BWXT,"BWX Technologies, Inc.",103509,50,Rex Geveden,5124046,Industrials
1695,INFN,Infinera Corporation,103397,45,David Heard,4606965,Information Technology
1689,HLIT,Harmonic Inc.,103272,45,Patrick Harshman,4628135,Information Technology
2125,CNP,"CenterPoint Energy, Inc.",103170,366,David Lesar,37809810,Utilities
1270,AVAV,"AeroVironment, Inc.",103146,34,Wahid Nawabi,3524268,Industrials
937,WRB,W. R. Berkley Corporation,102973,137,W. Berkley Jr.,14147305,Financials
874,SF,Stifel Financial Corp.,102972,132,Ronald Kruszewski,13555232,Financials
1119,MRK,"Merck & Co., Inc.",102803,133,Robert Davis,13722121,Health Care
1532,TXT,Textron Inc.,102647,181,Scott Donnelly,18576014,Industrials
1854,AA,Alcoa Corporation,102645,155,Roy Harvey,15960369,Materials
605,BAC,Bank of America Corporation,102497,232,Brian Moynihan,23729169,Financials
2098,UE,Urban Edge Properties,102482,67,Jeffrey Olson,6830104,Real Estate
657,CMA,Comerica Incorporated,102385,75,Curtis Farmer,7696094,Financials
728,GDOT,Green Dot Corporation,102357,137,Daniel Henry,14031888,Financials
172,EXPE,"Expedia Group, Inc.",102270,2897,Peter Kern,296247749,Consumer Discretionary
1493,SAIC,Science Applications International Corporation,102214,82,Nazzic Keene,8343156,Industrials
690,ESNT,Essent Group Ltd.,101992,90,Mark Casale,9137867,Financials
1970,AHH,"Armada Hoffler Properties, Inc.",101804,21,Louis Haddad,2102957,Real Estate
2076,RMAX,"RE/MAX Holdings, Inc.",101792,44,Adam Contos,4439971,Real Estate
1837,VRNT,Verint Systems Inc.,101629,98,Dan Bodner,9975399,Information Technology
233,LEN,Lennar Corporation,101561,335,Richard Beckwitt and Jonathan Jaffe,34045217,Consumer Discretionary
1256,AMRC,"Ameresco, Inc.",101351,70,George Sakellaris,7046400,Industrials
87,YELP,Yelp Inc.,101349,99,Jeremy Stoppelman,10044676,Communication Services
606,BANC,"Banc of California, Inc.",101223,27,Jared Wolff,2703890,Financials
1104,MASI,Masimo Corporation,101212,160,Joe Kiani,16219278,Health Care
1445,MYRG,MYR Group Inc.,101128,41,Richard Swartz,4137327,Industrials
77,TRIP,"TripAdvisor, Inc.",101065,76,Stephen Kaufer,7676612,Communication Services
1156,PGNY,"Progyny, Inc.",100779,9,David Schlanger,862462,Health Care
1969,ADC,Agree Realty Corporation,100744,73,Joel Agree,7372502,Real Estate
2005,DOC,Physicians Realty Trust,100679,49,John Thomas,4888462,Real Estate
2106,WELL,Welltower Inc.,100206,127,Shankh Mitra,12753710,Real Estate
503,ESTE,"Earthstone Energy, Inc.",100047,32,Robert Anderson,3249700,Energy
2163,SJW,SJW Group,100044,33,Eric Thornburg,3288886,Utilities
1452,NSC,Norfolk Southern Corporation,99945,140,James Squires,14016942,Industrials
1818,TLS,Telos Corporation,99771,122,John Wood,12197174,Information Technology
2054,NNN,"National Retail Properties, Inc.",99690,78,Julian Whitehurst,7785586,Real Estate
1725,MITK,"Mitek Systems, Inc.",99668,35,Scipio Carnecchia,3461041,Information Technology
1438,MRCY,"Mercury Systems, Inc.",99608,189,Mark Aslett,18859871,Industrials
10,CARG,"Cargurus, Inc.",99390,193,Jason Trevisan,19211250,Communication Services
842,PRA,ProAssurance Corporation,99128,32,Edward Rand Jr.,3149575,Financials
1099,LIVN,LivaNova Plc,98965,102,Damien McDonald,10080644,Health Care
804,NDAQ,"Nasdaq, Inc.",98946,202,Adena Friedman,19965893,Financials
588,AMAL,Amalgamated Financial Corp.,98765,39,Priscilla Brown,3831772,Financials
1474,PSN,Parsons Corporation,98718,54,Carey Smith,5348118,Industrials
1789,ROP,"Roper Technologies, Inc.",98550,218,L. Hunn,21532055,Information Technology
1803,SNPS,"Synopsys, Inc.",98215,102,Chi-Foon Chan,9976485,Information Technology
1780,QCOM,QUALCOMM Incorporated,98200,210,Cristiano Amon,20638924,Information Technology
840,PNFP,"Pinnacle Financial Partners, Inc.",98095,70,M. Turner,6826962,Financials
969,ANGO,"AngioDynamics, Inc.",98067,58,James Clemmer,5659728,Health Care
2084,SITC,SITE Centers Corp.,97969,71,David Lukes,6910219,Real Estate
1983,BNL,"Broadstone Net Lease, Inc.",97953,45,Christopher Czarnecki,4428205,Real Estate
951,ABT,Abbott Laboratories,97952,254,Robert Ford,24914886,Health Care
896,TCBI,"Texas Capital Bancshares, Inc.",97829,241,Robert Holmes,23622960,Financials
609,BCOR,"Blucora, Inc.",97770,73,Christopher Walters,7178937,Financials
1331,ERII,"Energy Recovery, Inc.",97668,21,Robert Mao,2006933,Industrials
574,ABR,"Arbor Realty Trust, Inc.",97246,138,Ivan Kaufman,13439509,Financials
2153,OGS,"ONE Gas, Inc.",97165,27,Robert McAnnally,2584173,Utilities
1100,LLY,Eli Lilly and Company,97130,221,David Ricks,21509985,Health Care
873,SEIC,SEI Investments Company,96909,24,Alfred West Jr.,2367239,Financials
363,WKHS,Workhorse Group Inc.,96759,124,Richard Dauch,11962651,Consumer Discretionary
42,LGF.A,Lions Gate Entertainment Corp.,96739,58,Jon Feltheimer,5585412,Communication Services
1626,CMTL,Comtech Telecommunications Corp.,96522,35,Michael Porcelain,3406465,Information Technology
684,EIG,"Employers Holdings, Inc.",96503,27,Katherine Antonello,2570729,Financials
2081,SBAC,SBA Communications Corp.,96104,104,Jeffrey Stoops,9995179,Real Estate
1955,TMST,TimkenSteel Corp.,96044,75,Michael Williams,7161838,Materials
1414,LDOS,"Leidos Holdings, Inc.",95935,134,Roger Krone,12876007,Industrials
2165,SR,Spire Inc.,95900,52,Suzanne Sitherwood,4974714,Utilities
518,LBRT,"Liberty Energy, Inc.",95884,48,Christopher Wright,4611372,Energy
898,TFC,Truist Financial Corporation,95659,109,William Rogers Jr.,10395426,Financials
1888,DOW,"Dow, Inc.",95607,260,James Fitterling,24858892,Materials
1762,PAR,PAR Technology Corporation,95529,12,Savneet Singh,1124454,Information Technology
545,PUMP,ProPetro Holding Corp.,95007,33,Samuel Sledge,3164649,Energy
1903,HUN,Huntsman Corporation,94993,148,Peter Huntsman,14066141,Materials
1006,CDMO,"Avid Bioservices, Inc.",94883,65,Nicholas Green,6181824,Health Care
777,LOB,"Live Oak Bancshares, Inc.",94806,9,James Mahan,884380,Financials
1024,CUTR,"Cutera, Inc.",94766,43,David Mowry,4065626,Health Care
26,EVER,"EverQuote, Inc.",94637,15,Jayme Mendal,1418565,Communication Services
59,PARA,Paramount Global,94580,212,Robert Bakish,20035212,Communication Services
1952,SXC,"SunCoke Energy, Inc.",94566,57,Michael Rippey,5410975,Materials
1303,CSGP,"CoStar Group, Inc.",94511,235,Andrew Florance,22164341,Industrials
1964,WOR,"Worthington Industries, Inc.",94369,80,B. Rose,7537924,Materials
1743,NLOK,Gen Digital Inc.,94195,144,Vincent Pilette,13517505,Information Technology
824,PACW,PacWest Bancorp,94187,270,Matthew Wagner,25435791,Financials
353,VUZI,Vuzix Corporation,94177,456,Paul Travers,42966518,Consumer Discretionary
1611,BKI,"Black Knight, Inc.",94115,123,Anthony Jabbour,11562556,Information Technology
678,EBC,"Eastern Bankshares, Inc.",94072,45,Robert Rivers,4208543,Financials
1930,OLN,Olin Corporation,93832,108,Scott Sutton,10105293,Materials
1607,BCOV,Brightcove Inc.,93627,19,Hugh Ray III,1757714,Information Technology
1911,KRO,"Kronos Worldwide, Inc.",93511,40,Robert Graham,3735000,Materials
1427,MATX,"Matson, Inc.",93439,64,Matthew Cox,5957058,Industrials
1576,ADTN,"ADTRAN Holdings, Inc.",93407,48,Thomas Stanton,4515356,Information Technology
1938,RYAM,"Rayonier Advanced Materials, Inc.",93331,61,Paul Boynton,5665507,Materials
866,SASR,"Sandy Spring Bancorp, Inc.",93268,28,Daniel Schrider,2645831,Financials
909,TRUP,"Trupanion, Inc.",93203,53,Darryl Rawlings,4962422,Financials
2042,KRG,Kite Realty Group Trust,93118,62,John Kite,5815004,Real Estate
1656,DT,"Dynatrace, Inc.",93075,225,Rick McConnell,20970696,Information Technology
8,BAND,Bandwidth Inc.,93073,36,David Morken,3384684,Communication Services
1154,PFE,Pfizer Inc.,92986,262,Albert Bourla,24353219,Health Care
1891,EMN,Eastman Chemical Company,92880,192,Mark Costa,17798861,Materials
1040,ELAN,"Elanco Animal Health, Inc.",92634,130,Jeffrey Simmons,12060015,Health Care
2049,MAC,The Macerich Company,92618,89,Thomas O'Hern,8246379,Real Estate
1351,GD,General Dynamics Corporation,92585,254,Phebe Novakovic,23553862,Industrials
1776,PRO,"PROS Holdings, Inc.",92424,79,Andres Reiner,7339632,Information Technology
1729,MODN,"Model N, Inc.",92328,60,Jason Blessing,5556971,Information Technology
1318,DNB,"Dun & Bradstreet Holdings, Inc.",92238,102,Anthony Jabbour,9376618,Industrials
567,WHD,"Cactus, Inc.",92211,22,Scott Bender,2031846,Energy
75,THRY,"Thryv Holdings, Inc.",92155,35,Joseph Walsh,3268711,Communication Services
682,EGBN,"Eagle Bancorp, Inc.",92125,60,Susan Riel,5491034,Financials
764,JPM,JPMorgan Chase & Co.,92112,917,James Dimon,84428145,Financials
627,BRO,"Brown & Brown, Inc.",91957,100,J. Brown,9201035,Financials
27,FOXA,Fox Corporation,91803,237,Lachlan Murdoch,21748681,Communication Services
742,HIFS,Hingham Institution for Savings,91793,23,Robert Gaughen Jr.,2069066,Financials
1253,ALSN,"Allison Transmission Holdings, Inc.",91734,93,David Graziosi,8528568,Industrials
841,PPBI,"Pacific Premier Bancorp, Inc.",91499,77,Steven Gardner,7054109,Financials
2000,CWK,Cushman & Wakefield Plc,91472,219,W. White,19990492,Real Estate
490,CTRA,Coterra Energy Inc.,91440,121,Thomas Jorden,11061939,Energy
1910,KOP,Koppers Holdings Inc.,91425,57,Leroy Ball,5196873,Materials
58,OOMA,"Ooma, Inc.",91328,52,Eric Stang,4736784,Communication Services
1600,AVID,"Avid Technology, Inc.",91310,40,Jeff Rosica,3630392,Information Technology
2121,AWK,"American Water Works Company, Inc.",91238,81,Walter Lynch,7398128,Utilities
1785,RBBN,"Ribbon Communications, Inc.",91135,9,Bruce McClelland,781423,Information Technology
1377,HRI,"Herc Holdings, Inc.",90969,62,Lawrence Silber,5630292,Industrials
1760,OSPN,OneSpan Inc.,90900,93,Matthew Moynahan,8445582,Information Technology
561,TTI,"TETRA Technologies, Inc.",90722,47,Brady Murphy,4253926,Energy
765,JRVR,James River Group Holdings Ltd.,90701,15,Frank D'Orazio,1317980,Financials
1521,TNET,"TriNet Group, Inc.",90602,96,Burton Goldfield,8657624,Industrials
1877,CE,Celanese Corporation,90427,139,Lori Ryerkerk,12570992,Materials
1918,MLM,"Martin Marietta Materials, Inc.",90423,165,C. Nye,14939587,Materials
1152,PDCO,"Patterson Companies, Inc.",90368,79,Mark Walchirk,7142343,Health Care
1326,EFX,Equifax Inc.,90330,178,Mark Begor,16065575,Industrials
1981,BDN,Brandywine Realty Trust,90291,67,Gerard Sweeney,6089044,Real Estate
1603,AVYA,Avaya Holdings Corp.,90252,153,James Chirico Jr.,13851692,Information Technology
670,CUBI,"Customers Bancorp, Inc.",90217,43,Jay Sidhu,3900601,Financials
850,RDN,Radian Group Inc.,90046,103,Richard Thornberry,9286766,Financials
1673,FICO,Fair Isaac Corporation,90039,216,William Lansing,19429745,Information Technology
673,DFIN,"Donnelley Financial Solutions, Inc.",90001,85,Daniel Leib,7636211,Financials
1091,JNJ,Johnson & Johnson,90000,297,Alex Gorsky,26741959,Health Care
1916,LXU,"LSB Industries, Inc.",89904,39,Mark Behrman,3482297,Materials
1884,CRS,Carpenter Technology Corporation,89885,54,Tony Thene,4814008,Materials
1539,UNP,Union Pacific Corporation,89878,162,Lance Fritz,14523819,Industrials
1062,HOLX,"Hologic, Inc.",89791,164,Stephen MacMillan,14748400,Health Care
1161,PODD,Insulet Corporation,89696,108,Shacey Petrovic,9723273,Health Care
1168,RCKT,"Rocket Pharmaceuticals, Inc.",89525,88,Gaurav Shah,7918750,Health Care
512,HLX,"Helix Energy Solutions Group, Inc.",89501,32,Owen Kratz,2876989,Energy
915,UFCS,"United Fire Group, Inc.",89049,27,Randy Ramlo,2387206,Financials
784,MCO,Moodys Corporation,88985,110,Robert Fauber,9750157,Financials
1824,TYL,"Tyler Technologies, Inc.",88714,63,H. Moore Jr,5590005,Information Technology
1624,CGNX,Cognex Corporation,88713,119,Robert Willett,10534520,Information Technology
1907,IP,International Paper Company,88581,172,Mark Sutton,15228707,Materials
880,SLM,SLM Corporation,88566,80,Jonathan Witter,7047062,Financials
1257,AMWD,American Woodmark Corporation,88562,25,M. Culbreth,2250867,Industrials
13,CCOI,"Cogent Communications Holdings, Inc.",88542,130,David Schaeffer,11504458,Communication Services
688,ERIE,Erie Indemnity Co.,88533,55,Timothy NeCastro,4874521,Financials
1135,NUVA,"NuVasive, Inc.",88336,86,J. Barry,7632250,Health Care
2100,UNIT,Uniti Group Inc.,88158,57,Kenneth Gunderman,5018444,Real Estate
1802,SMTC,Semtech Corporation,88122,19,Mohan Maheswaran,1667178,Information Technology
220,JOUT,Johnson Outdoors Inc.,88056,37,Helen Johnson-Leipold,3231701,Consumer Discretionary
1589,AMSWA,"American Software, Inc.",88039,43,H. Dow,3825451,Information Technology
778,LPLA,LPL Financial Holdings Inc.,88009,146,Dan Arnold,12875868,Financials
1067,HSTM,"HealthStream, Inc.",87982,7,Robert Frist Jr.,644550,Health Care
333,TOL,"Toll Brothers, Inc.",87815,139,Douglas Yearley  Jr.,12195409,Consumer Discretionary
827,PFBC,Preferred Bank,87813,52,Li Yu,4557853,Financials
2118,ARTNA,Artesian Resources Corporation,87764,11,Dian Taylor,940287,Utilities
747,HMST,"HomeStreet, Inc.",87736,29,Mark Mason,2502021,Financials
150,DASH,"DoorDash, Inc.",87662,3,Tony Xu,300297,Consumer Discretionary
2067,PGRE,"Paramount Group, Inc.",87636,111,Albert Behler,9746050,Real Estate
1679,FORM,"FormFactor, Inc.",87419,76,Michael Slessor,6645190,Information Technology
1357,GLDD,Great Lakes Dredge & Dock Corporation,87405,36,Lasse Petterson,3103804,Industrials
2078,RPT,RPT Realty,87321,72,Brian Harper,6261712,Real Estate
1453,NSP,"Insperity, Inc.",87240,110,Paul Sarvadi,9624154,Industrials
466,WDFC,WD-40 Company,87169,42,Garry Ridge,3632413,Consumer Staples
513,HP,"Helmerich & Payne, Inc.",86986,97,John Lindsay,8468310,Energy
864,SAFT,"Safety Insurance Group, Inc.",86873,37,George Murphy,3236556,Financials
447,SJM,The J. M. Smucker Company,86742,98,Mark Smucker,8511639,Consumer Staples
1806,SPSC,"SPS Commerce, Inc.",86682,77,Archie Black,6693464,Information Technology
565,VTOL,Bristow Group Inc.,86682,51,Christopher Bradshaw,4415807,Energy
482,CHX,ChampionX Corporation,86653,67,Sivasankaran Somasundaram,5775293,Energy
1338,FC,Franklin Covey Co.,86615,24,Paul Walker,2116006,Industrials
1906,IOSP,Innospec Inc.,86517,114,Patrick Williams,9897900,Materials
2053,NMRK,"Newmark Group, Inc.",86497,146,Barry Gosin,12613061,Real Estate
1987,CBL,"CBL & Associates Properties, Inc.",86404,120,Stephen Lebovitz,10359985,Real Estate
211,HOG,"Harley-Davidson, Inc.",86402,210,Jochen Zeitz,18105568,Consumer Discretionary
295,QUOT,"Quotient Technology, Inc.",86376,39,Steven Boal,3380995,Consumer Discretionary
1554,WERN,"Werner Enterprises, Inc.",86370,62,Derek Leathers,5314351,Industrials
756,IBKR,"Interactive Brokers Group, Inc.",86317,142,Milan Galik,12289397,Financials
1928,OEC,Orion Engineered Carbons SA,86308,68,Corning Painter,5899282,Materials
536,OII,"Oceaneering International, Inc.",86074,76,Roderick Larson,6516179,Energy
1615,BNFT,"Benefitfocus, Inc.",85942,94,Matthew Levin,8098139,Information Technology
1550,VVI,Viad Corp,85857,74,Steven Moster,6338825,Industrials
1046,EVH,"Evolent Health, Inc.",85726,76,Seth Blackley,6526285,Health Care
1243,AGX,"Argan, Inc.",85649,22,Rainer Bosselmann,1877163,Industrials
1885,CTVA,"Corteva, Inc.",85572,9,Charles Magro,792786,Materials
1057,GMED,"Globus Medical, Inc.",85466,60,David Demski,5088592,Health Care
2015,ESS,"Essex Property Trust, Inc.",85350,84,Michael Schall,7183068,Real Estate
622,BOKF,BOK Financial Corporation,85320,56,Steven Bradshaw,4770328,Financials
919,USB,U.S. Bancorp,85166,225,Andrew Cecere,19166276,Financials
1408,KEX,Kirby Corporation,85164,68,David Grzebinski,5826592,Industrials
2037,JBGS,JBG SMITH Properties,85139,189,W. Kelly,16099515,Real Estate
38,IMAX,IMAX Corporation,85107,107,Richard Gelfond,9081442,Communication Services
1262,ARCB,ArcBest Corporation,85105,71,Judy McReynolds,6006289,Industrials
509,GPRE,Green Plains Inc.,85066,69,Todd Becker,5864530,Energy
171,EVRI,"Everi Holdings, Inc.",85065,38,Michael Rumbolz,3262952,Consumer Discretionary
1150,PBH,"Prestige Consumer Healthcare, Inc.",85063,71,Ronald Lombardi,6031517,Health Care
833,PGC,Peapack-Gladstone Financial Corporation,85055,30,Douglas Kennedy,2523657,Financials
1203,TECH,Bio-Techne Corporation,84964,181,Charles Kummeth,15370548,Health Care
2026,HHC,The Howard Hughes Corporation,84900,45,David O'Reilly,3851162,Real Estate
1421,LUV,Southwest Airlines Co.,84872,69,Gary Kelly,5819756,Industrials
1345,FLS,Flowserve Corporation,84837,147,R. Rowe,12478105,Industrials
2145,NFG,National Fuel Gas Company,84782,82,David Bauer,6951639,Utilities
33,GSAT,"Globalstar, Inc.",84524,10,David Kagan,871997,Communication Services
1765,PCTY,Paylocity Holding Corp.,84486,181,Steven Beauchamp,15292725,Information Technology
360,WINA,Winmark Corporation,84473,22,Brett Heffes,1826625,Consumer Discretionary
1828,UPLD,"Upland Software, Inc.",84460,108,John McDonald,9090588,Information Technology
838,PMT,PennyMac Mortgage Investment Trust,84454,12,David Spector,999981,Financials
41,LBRDK,Liberty Broadband Corp.,84277,214,Gregory Maffei,18018126,Communication Services
464,VGR,Vector Group Ltd.,84263,212,Howard Lorber,17871658,Consumer Staples
776,LNC,Lincoln National Corporation,84240,199,Dennis Glass,16760924,Financials
638,CASH,"Pathward Financial, Inc.",84231,60,Bradley Hanson,5040345,Financials
894,TBBK,"The Bancorp, Inc.",84226,55,Damian Kozlowski,4610714,Financials
884,SNEX,StoneX Group Inc.,84188,56,Sean O'Connor,4748563,Financials
1620,CASA,"Casa Systems, Inc.",84168,73,Jerry Guo,6169044,Information Technology
902,TIPT,Tiptree Inc.,84137,109,Jonathan Ilany,9168916,Financials
1192,STAA,STAAR Surgical Company,84125,65,Caren Mason,5468270,Health Care
438,POST,"Post Holdings, Inc.",84123,184,Robert Vitale,15475418,Consumer Staples
820,ORI,Old Republic International Corporation,84077,28,Craig Smiddy,2392292,Financials
1621,CDAY,"Ceridian HCM Holding, Inc.",83919,127,David Ossip,10626701,Information Technology
1779,PYPL,"PayPal Holdings, Inc.",83905,382,Daniel Schulman,32070353,Information Technology
759,INBK,First Internet Bancorp,83870,23,David Becker,1908318,Financials
16,CMCSA,Comcast Corporation,83840,405,Brian Roberts,33978581,Communication Services
717,FNF,"Fidelity National Financial, Inc.",83831,125,Raymond Quirk,10457921,Financials
258,MHO,"M/I Homes, Inc.",83784,89,Robert Schottenstein,7427795,Consumer Discretionary
460,USFD,US Foods Holding Corp.,83737,164,Pietro Satriano,13744942,Consumer Staples
453,SYY,Sysco Corporation,83737,163,Kevin Hourican,13656506,Consumer Staples
1207,TMO,Thermo Fisher Scientific Inc.,83666,254,Marc Casper,21234358,Health Care
877,SFST,"Southern First Bancshares, Inc.",83638,15,R. Seaver Jr.,1279479,Financials
1543,URI,"United Rentals, Inc.",83417,152,Matthew Flannery,12716100,Industrials
544,PTEN,"Patterson-UTI Energy, Inc.",83363,96,"William Hendricks,Jr",8017005,Energy
1396,J,"Jacobs Solutions, Inc.",83173,176,Steven Demetriou,14615521,Industrials
1733,MSI,"Motorola Solutions, Inc.",82965,241,Gregory Brown,19980639,Information Technology
21,DISCA,"Warner Bros. Discovery, Inc.",82964,2972,David Zaslav,246573481,Communication Services
947,A,"Agilent Technologies, Inc.",82890,193,Michael McMullen,15967631,Health Care
1280,BE,Bloom Energy Corporation,82853,413,K. Sridhar,34210000,Industrials
18,CNSL,"Consolidated Communications Holdings, Inc.",82844,56,C. Udell,4671543,Communication Services
204,HAS,"Hasbro, Inc.",82787,38,Richard Stoddart,3130233,Consumer Discretionary
1584,ALTR,Altair Engineering Inc.,82555,48,James Scapa,3929844,Information Technology
769,KRNY,Kearny Financial Corp.,82528,26,Craig Montanaro,2122665,Financials
649,CFG,"Citizens Financial Group, Inc.",82418,151,Bruce Saun,12430076,Financials
672,DCOM,"Dime Community Bancshares, Inc.",82249,118,Kevin O’Connor,9674312,Financials
1316,DE,Deere & Company,82240,242,John May,19912826,Industrials
1530,TTEK,"Tetra Tech, Inc.",82239,96,Dan Batrack,7908335,Industrials
1684,GDDY,"GoDaddy, Inc.",82083,186,Amanpal Bhutani,15290590,Information Technology
863,RYAN,"Ryan Specialty Holdings, Inc.",81955,30,Patrick Ryan,2456731,Financials
1904,HWKN,"Hawkins, Inc.",81945,26,Patrick Hawkins,2119465,Materials
1534,UBER,"Uber Technologies, Inc.",81825,244,Dara Khosrowshahi,19937818,Industrials
1713,LLNW,"Edgio, Inc.",81810,41,Bob Lyons,3325961,Information Technology
1110,MDXG,"MiMedx Group, Inc.",81799,59,Timothy Wright,4817299,Health Care
207,HELE,Helen of Troy Limited,81788,119,Julien Mininberg,9746177,Consumer Discretionary
82,USM,United States Cellular Corporation,81760,79,Laurent Therivel,6438260,Communication Services
887,SPNT,SiriusPoint Ltd.,81712,151,Siddhartha Sankaran,12374251,Financials
594,AON,Aon Plc,81645,243,Gregory Case,19868384,Financials
1234,ZTS,Zoetis Inc.,81497,161,Kristin Peck,13098491,Health Care
602,AX,"Axos Financial, Inc.",81481,169,Gregory Garrabrants,13734823,Financials
1261,AQUA,Evoqua Water Technologies Corp.,81465,74,Ronald Keating,6001562,Industrials
2119,ATO,Atmos Energy Corporation,81388,59,John Akers,4839562,Utilities
374,ADM,Archer-Daniels-Midland Company,81320,289,Juan Luciano,23508841,Consumer Staples
1914,LPX,Louisiana-Pacific Corporation,81300,116,William Southern,9437468,Materials
1775,PRGS,Progress Software Corporation,81284,74,Yogesh Gupta,6019029,Information Technology
570,WTTR,"Select Energy Services, Inc.",81256,96,John Schmitz,7766763,Energy
575,ABTX,"Stellar Bancorp, Inc.",81242,13,Steven Retzloff,1086329,Financials
386,CELH,"Celsius Holdings, Inc.",81174,150,John Fieldly,12214089,Consumer Staples
671,CVBF,CVB Financial Corp.,81138,32,David Brager,2635810,Financials
510,HAL,Halliburton Company,81076,291,Jeffrey Miller,23591982,Energy
376,ANDE,"The Andersons, Inc.",81053,71,Patrick Bowe,5766899,Consumer Staples
625,BRKL,"Brookline Bancorp, Inc.",81047,31,Paul Perrault,2478653,Financials
663,COF,Capital One Financial Corporation,81029,252,Richard Fairbank,20457553,Financials
1339,FCEL,"FuelCell Energy, Inc.",80912,44,Jason Few,3585247,Industrials
941,WSFS,WSFS Financial Corporation,80911,42,Rodger Levenson,3386092,Financials
29,FYBR,"Frontier Communications Parent, Inc.",80800,213,Nick Jeffery,17209584,Communication Services
1557,WM,"Waste Management, Inc.",80744,162,James Fish,13057363,Industrials
198,GRBK,"Green Brick Partners, Inc.",80699,63,James Brickman,5087182,Consumer Discretionary
470,ALTO,"Alto Ingredients, Inc.",80677,23,Michael Kandris,1878748,Energy
2122,AWR,American States Water Company,80676,56,Robert Sprowls,4542428,Utilities
1878,CENX,Century Aluminum Company,80657,67,Jesse Gary,5440308,Materials
1666,ETWO,"E2open Parent Holdings, Inc.",80454,116,Michael Farlekas,9363036,Information Technology
1504,SPWR,SunPower Corporation,80445,109,Peter Faricy,8750415,Industrials
1454,NVEE,"NV5 Global, Inc.",80130,27,Dickerson Wright,2202971,Industrials
1961,VMC,Vulcan Materials Company,80122,134,J. Hill,10774795,Materials
2096,UBA,Urstadt Biddle Properties Inc.,80100,22,Willing Biddle,1737061,Real Estate
435,PFGC,Performance Food Group Co.,80079,108,George Holm,8660511,Consumer Staples
1155,PGEN,"Precigen, Inc.",80070,31,Helen Sabzevari,2516170,Health Care
1443,MTZ,"MasTec, Inc.",80009,114,Jose Mas,9122897,Industrials
812,NYCB,"New York Community Bancorp, Inc.",79980,108,Thomas Cangemi,8652305,Financials
2126,CPK,Chesapeake Utilities Corporation,79940,35,Jeffry Householder,2826471,Utilities
875,SFBS,"ServisFirst Bancshares, Inc.",79900,32,Thomas Broughton,2546502,Financials
1793,SABR,Sabre Corp.,79792,248,Sean Menke,19823002,Information Technology
5,ATUS,"Altice USA, Inc.",79575,482,Dexter Goei,38333508,Communication Services
852,RF,Regions Financial Corporation,79540,169,John Turner Jr.,13444577,Financials
2143,MSEX,Middlesex Water Company,79360,16,Dennis Doll,1290444,Utilities
752,HTH,"Hilltop Holdings, Inc.",79325,84,Jeremy Ford,6678697,Financials
1980,AVB,"AvalonBay Communities, Inc.",79313,181,Timothy Naughton,14371460,Real Estate
1926,NGVT,Ingevity Corporation,79249,61,John Fortson,4822288,Materials
1881,CLW,Clearwater Paper Corporation,79163,44,Arsen Kitch,3508328,Materials
933,WBS,Webster Financial Corporation,79129,60,John Ciulla,4721527,Financials
1166,QDEL,QuidelOrtho Corp.,79053,70,Douglas Bryant,5546216,Health Care
2154,ORA,"Ormat Technologies, Inc.",79000,14,Doron Blachar,1074687,Utilities
473,AR,Antero Resources Corporation,78997,82,Paul Rady,6456142,Energy
428,MGPI,"MGP Ingredients, Inc.",78946,43,David Colo,3373695,Consumer Staples
1429,MDU,"MDU Resources Group, Inc.",78907,66,David Goodin,5210467,Industrials
1390,ICFI,"ICF International, Inc.",78843,56,John Wasson,4398947,Industrials
994,BIO,"Bio-Rad Laboratories, Inc.",78820,110,Norman Schwartz,8695925,Health Care
1908,IPI,"Intrepid Potash, Inc.",78767,50,Robert Jornayvaz III,3940695,Materials
1397,JBHT,"J.B. Hunt Transport Services, Inc.",78560,112,John Roberts,8801881,Industrials
1189,SRDX,"Surmodics, Inc.",78527,39,Gary Maharaj,3095627,Health Care
1703,JKHY,"Jack Henry & Associates, Inc.",78477,124,David Foss,9758392,Information Technology
839,PNC,"The PNC Financial Services Group, Inc.",78333,223,William Demchak,17506270,Financials
1533,UAL,"United Airlines Holdings, Inc.",78245,126,J. Kirby,9845064,Industrials
1109,MDT,Medtronic Plc,78244,215,Geoffrey Martha,16849633,Health Care
1797,SEDG,"SolarEdge Technologies, Inc.",78132,94,Zivi Lando,7361336,Information Technology
1931,PKG,Packaging Corporation of America,78062,156,Mark Kowlzan,12157313,Materials
856,RKT,"Rocket Companies, Inc.",77800,21,Jay Farner,1603475,Financials
1283,BLNK,Blink Charging Co.,77740,232,Michael Farkas,18003751,Industrials
1202,TDOC,"Teladoc Health, Inc.",77594,150,Jason Gorevic,11637898,Health Care
548,RES,"RPC, Inc.",77520,18,Richard Hubbell,1371410,Energy
454,TAP,Molson Coors Beverage Company,77432,106,Gavin Hattersley,8234680,Consumer Staples
1893,EXP,Eagle Materials Inc.,77321,86,Michael Haack,6635750,Materials
155,DFH,"Dream Finders Homes, Inc.",77286,186,Patrick Zalupski,14391664,Consumer Discretionary
11,CARS,"Cars.com, Inc.",77171,91,T. Vetter,6985255,Communication Services
720,FRBA,First Bank,77157,13,Patrick Ryan,1032498,Financials
530,NESR,National Energy Services Reunited Corp.,77100,32,Sherif Foda,2429595,Energy
